length,src_port,dst_port,flags,src_ip,dst_ip,protocol,Label
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
960,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
960,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
960,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
960,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
960,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
960,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
949,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
992,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
981,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1024,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1024,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1024,443.0,50626.0,3,0,0,0,0
1024,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1024,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1024,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1024,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
707,443.0,50626.0,3,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1056,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1088,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1088,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1088,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1088,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1088,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1088,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1120,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1120,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1120,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1130,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1212,443.0,50626.0,3,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
1374,443.0,50626.0,1,0,0,0,0
1277,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
321,443.0,50626.0,3,0,0,0,0
105,443.0,50626.0,3,0,0,0,0
105,443.0,50626.0,3,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
433,50626.0,443.0,3,0,0,0,0
604,50626.0,443.0,3,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
86,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
66,443.0,50567.0,1,3,1,2,0
708,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
76,0.0,0.0,0,1,2,1,0
76,0.0,0.0,0,1,2,1,0
76,0.0,0.0,0,1,2,1,0
152,0.0,0.0,0,2,1,1,0
140,0.0,0.0,0,2,1,1,0
169,0.0,0.0,0,2,1,1,0
74,50700.0,443.0,2,0,0,0,0
86,50708.0,443.0,5,0,0,0,0
74,443.0,50700.0,2,0,0,0,0
74,50700.0,443.0,1,0,0,0,0
86,443.0,50708.0,6,0,0,0,0
74,50708.0,443.0,1,0,0,0,0
1374,50708.0,443.0,1,0,0,0,0
711,50708.0,443.0,3,0,0,0,0
74,443.0,50708.0,1,0,0,0,0
364,443.0,50708.0,3,0,0,0,0
138,5222.0,50574.0,3,0,0,0,0
138,50708.0,443.0,3,0,0,0,0
166,50708.0,443.0,3,0,0,0,0
559,50708.0,443.0,3,0,0,0,0
906,50708.0,443.0,3,0,0,0,0
245,443.0,50708.0,3,0,0,0,0
148,443.0,50708.0,3,0,0,0,0
74,50708.0,443.0,1,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
105,50708.0,443.0,3,0,0,0,0
74,443.0,50708.0,1,0,0,0,0
105,443.0,50708.0,3,0,0,0,0
109,443.0,50708.0,3,0,0,0,0
74,50708.0,443.0,1,0,0,0,0
74,443.0,50708.0,1,0,0,0,0
578,443.0,50708.0,3,0,0,0,0
74,50708.0,443.0,1,0,0,0,0
588,443.0,50626.0,3,0,0,0,0
125,443.0,50626.0,3,0,0,0,0
105,443.0,50626.0,3,0,0,0,0
105,443.0,50626.0,3,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
109,50626.0,443.0,3,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
79,0.0,0.0,0,1,2,1,0
79,0.0,0.0,0,1,2,1,0
79,0.0,0.0,0,1,2,1,0
107,0.0,0.0,0,2,1,1,0
95,0.0,0.0,0,2,1,1,0
129,0.0,0.0,0,2,1,1,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
142,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
982,0.0,0.0,0,0,0,0,0
372,0.0,0.0,0,0,0,0,0
117,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
173,0.0,0.0,0,0,0,0,0
1288,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
350,0.0,0.0,0,0,0,0,0
166,0.0,0.0,0,0,0,0,0
183,0.0,0.0,0,0,0,0,0
89,0.0,0.0,0,0,0,0,0
89,0.0,0.0,0,0,0,0,0
89,0.0,0.0,0,0,0,0,0
89,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
94,0.0,0.0,0,0,0,0,0
1288,0.0,0.0,0,0,0,0,0
441,0.0,0.0,0,0,0,0,0
96,0.0,0.0,0,0,0,0,0
310,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
93,0.0,0.0,0,0,0,0,0
97,0.0,0.0,0,0,0,0,0
93,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
74,443.0,50704.0,4,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
144,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
146,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
75,50630.0,443.0,1,0,0,0,0
86,443.0,50630.0,1,0,0,0,0
86,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
75,50592.0,5228.0,1,0,0,0,0
75,50593.0,5228.0,1,0,0,0,0
86,5228.0,50592.0,1,0,0,0,0
86,5228.0,50593.0,1,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
75,50708.0,443.0,1,0,0,0,0
86,443.0,50708.0,1,0,0,0,0
75,50626.0,443.0,1,0,0,0,0
86,443.0,50626.0,1,0,0,0,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
216,0.0,0.0,0,1,4,1,0
217,0.0,0.0,0,1,4,1,0
173,50634.0,443.0,3,0,0,0,0
216,0.0,0.0,0,1,4,1,0
194,443.0,50634.0,3,0,0,0,0
217,0.0,0.0,0,1,4,1,0
74,50634.0,443.0,1,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
216,0.0,0.0,0,1,4,1,0
217,0.0,0.0,0,1,4,1,0
216,0.0,0.0,0,1,4,1,0
217,0.0,0.0,0,1,4,1,0
144,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
146,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
71,0.0,0.0,0,1,2,1,0
71,0.0,0.0,0,1,2,1,0
71,0.0,0.0,0,1,2,1,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
454,50626.0,443.0,3,0,0,0,0
113,50626.0,443.0,3,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
457,50626.0,443.0,3,0,0,0,0
99,0.0,0.0,0,2,1,1,0
103,0.0,0.0,0,2,1,1,0
113,0.0,0.0,0,2,1,1,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
113,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
109,443.0,50626.0,3,0,0,0,0
384,443.0,50626.0,3,0,0,0,0
105,443.0,50626.0,3,0,0,0,0
105,443.0,50626.0,3,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
86,50626.0,443.0,1,0,0,0,0
109,50626.0,443.0,3,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
86,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
113,443.0,50708.0,3,0,0,0,0
74,443.0,50708.0,2,0,0,0,0
74,443.0,50708.0,2,0,0,0,0
74,50708.0,443.0,1,0,0,0,0
74,50708.0,443.0,2,0,0,0,0
74,443.0,50708.0,1,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
143,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
361,0.0,0.0,0,0,0,0,0
993,0.0,0.0,0,0,0,0,0
96,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
93,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
94,0.0,0.0,0,0,0,0,0
182,0.0,0.0,0,0,0,0,0
94,0.0,0.0,0,0,0,0,0
75,50630.0,443.0,1,0,0,0,0
86,443.0,50630.0,1,0,0,0,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
75,50592.0,5228.0,1,0,0,0,0
75,50593.0,5228.0,1,0,0,0,0
86,5228.0,50592.0,1,0,0,0,0
86,5228.0,50593.0,1,0,0,0,0
144,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
146,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
350,5222.0,50574.0,3,0,0,0,0
350,5222.0,50574.0,3,0,0,0,0
86,50574.0,5222.0,1,0,0,0,0
146,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
75,0.0,0.0,0,1,2,1,0
75,0.0,0.0,0,1,2,1,0
75,0.0,0.0,0,1,2,1,0
103,0.0,0.0,0,2,1,1,0
91,0.0,0.0,0,2,1,1,0
132,0.0,0.0,0,2,1,1,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
139,0.0,0.0,0,0,0,0,0
611,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
995,0.0,0.0,0,0,0,0,0
359,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
96,0.0,0.0,0,0,0,0,0
84,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
173,0.0,0.0,0,0,0,0,0
93,0.0,0.0,0,0,0,0,0
590,0.0,0.0,0,0,0,0,0
85,0.0,0.0,0,0,0,0,0
97,0.0,0.0,0,0,0,0,0
182,0.0,0.0,0,0,0,0,0
89,0.0,0.0,0,0,0,0,0
94,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
454,50626.0,443.0,3,0,0,0,0
113,50626.0,443.0,3,0,0,0,0
1374,50626.0,443.0,1,0,0,0,0
496,50626.0,443.0,3,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
113,443.0,50626.0,3,0,0,0,0
74,50626.0,443.0,1,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
387,443.0,50626.0,3,0,0,0,0
109,443.0,50626.0,3,0,0,0,0
105,443.0,50626.0,3,0,0,0,0
54,443.0,50567.0,1,3,1,2,0
74,50626.0,443.0,1,0,0,0,0
54,50567.0,443.0,1,1,3,2,0
109,50626.0,443.0,3,0,0,0,0
74,443.0,50626.0,1,0,0,0,0
66,443.0,50567.0,1,3,1,2,0
74,0.0,0.0,0,1,2,1,0
74,0.0,0.0,0,1,2,1,0
74,0.0,0.0,0,1,2,1,0
162,50630.0,443.0,3,0,0,0,0
113,50630.0,443.0,3,0,0,0,0
927,50630.0,443.0,3,0,0,0,0
106,0.0,0.0,0,2,1,1,0
74,443.0,50630.0,1,0,0,0,0
102,0.0,0.0,0,2,1,1,0
116,0.0,0.0,0,2,1,1,0
74,443.0,50630.0,1,0,0,0,0
74,443.0,50630.0,1,0,0,0,0
113,443.0,50630.0,3,0,0,0,0
74,50630.0,443.0,1,0,0,0,0
856,443.0,50630.0,3,0,0,0,0
121,443.0,50630.0,3,0,0,0,0
105,443.0,50630.0,3,0,0,0,0
74,50630.0,443.0,1,0,0,0,0
109,50630.0,443.0,3,0,0,0,0
74,443.0,50630.0,1,0,0,0,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
144,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
146,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
729,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
155,50574.0,5222.0,3,0,0,0,0
226,5222.0,50574.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
180,50574.0,5222.0,3,0,0,0,0
148,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
145,50574.0,5222.0,3,0,0,0,0
180,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
89,0.0,0.0,0,1,2,1,0
89,0.0,0.0,0,1,2,1,0
89,0.0,0.0,0,1,2,1,0
164,50574.0,5222.0,3,0,0,0,0
164,50574.0,5222.0,3,0,0,0,0
117,0.0,0.0,0,2,1,1,0
105,0.0,0.0,0,2,1,1,0
114,0.0,0.0,0,2,1,1,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
137,0.0,0.0,0,0,0,0,0
687,0.0,0.0,0,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
136,5222.0,50574.0,3,0,0,0,0
351,0.0,0.0,0,0,0,0,0
1294,0.0,0.0,0,0,0,0,0
110,0.0,0.0,0,0,0,0,0
142,0.0,0.0,0,0,0,0,0
110,0.0,0.0,0,0,0,0,0
143,0.0,0.0,0,0,0,0,0
96,0.0,0.0,0,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
174,0.0,0.0,0,0,0,0,0
101,0.0,0.0,0,0,0,0,0
334,0.0,0.0,0,0,0,0,0
96,0.0,0.0,0,0,0,0,0
577,5222.0,50574.0,3,0,0,0,0
615,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
590,0.0,0.0,0,0,0,0,0
430,0.0,0.0,0,0,0,0,0
1294,0.0,0.0,0,0,0,0,0
1294,0.0,0.0,0,0,0,0,0
102,0.0,0.0,0,0,0,0,0
98,0.0,0.0,0,0,0,0,0
96,0.0,0.0,0,0,0,0,0
149,50574.0,5222.0,3,0,0,0,0
279,0.0,0.0,0,0,0,0,0
110,0.0,0.0,0,0,0,0,0
97,0.0,0.0,0,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
91,0.0,0.0,0,0,0,0,0
1374,5222.0,50574.0,1,0,0,0,0
255,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
366,0.0,0.0,0,0,0,0,0
1294,0.0,0.0,0,0,0,0,0
1294,0.0,0.0,0,0,0,0,0
430,0.0,0.0,0,0,0,0,0
100,0.0,0.0,0,0,0,0,0
96,0.0,0.0,0,0,0,0,0
110,0.0,0.0,0,0,0,0,0
110,0.0,0.0,0,0,0,0,0
137,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
86,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
137,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
175,50566.0,443.0,3,0,0,0,0
137,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
245,443.0,50566.0,3,0,0,0,0
74,50566.0,443.0,1,0,0,0,0
164,0.0,0.0,0,0,0,0,0
90,0.0,0.0,0,0,0,0,0
177,0.0,0.0,0,0,0,0,0
84,0.0,0.0,0,0,0,0,0
97,0.0,0.0,0,0,0,0,0
94,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
502,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
502,5222.0,50574.0,3,0,0,0,0
86,50574.0,5222.0,1,0,0,0,0
155,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
144,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
146,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
75,50592.0,5228.0,1,0,0,0,0
75,50593.0,5228.0,1,0,0,0,0
86,5228.0,50592.0,1,0,0,0,0
86,5228.0,50593.0,1,0,0,0,0
201,5222.0,50574.0,3,0,0,0,0
159,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
141,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
368,0.0,0.0,0,0,0,0,0
103,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
986,0.0,0.0,0,0,0,0,0
66,443.0,50567.0,1,3,1,2,0
1292,0.0,0.0,0,0,0,0,0
95,0.0,0.0,0,0,0,0,0
93,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
182,0.0,0.0,0,0,0,0,0
95,0.0,0.0,0,0,0,0,0
75,50626.0,443.0,1,0,0,0,0
86,443.0,50626.0,1,0,0,0,0
75,50630.0,443.0,1,0,0,0,0
86,443.0,50630.0,1,0,0,0,0
86,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
55,50567.0,443.0,1,1,3,2,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
66,443.0,50567.0,1,3,1,2,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
141,0.0,0.0,0,0,0,0,0
610,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
989,0.0,0.0,0,0,0,0,0
365,0.0,0.0,0,0,0,0,0
102,0.0,0.0,0,0,0,0,0
86,0.0,0.0,0,0,0,0,0
84,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
93,0.0,0.0,0,0,0,0,0
590,0.0,0.0,0,0,0,0,0
85,0.0,0.0,0,0,0,0,0
97,0.0,0.0,0,0,0,0,0
1292,0.0,0.0,0,0,0,0,0
182,0.0,0.0,0,0,0,0,0
95,0.0,0.0,0,0,0,0,0
89,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
42,0.0,0.0,0,0,0,0,0
365,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
169,50574.0,5222.0,3,0,0,0,0
159,5222.0,50574.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
157,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
144,50574.0,5222.0,3,0,0,0,0
74,5222.0,50574.0,1,0,0,0,0
54,443.0,50567.0,1,3,1,2,0
54,50567.0,443.0,1,1,3,2,0
55,50567.0,443.0,1,1,3,2,0
146,5222.0,50574.0,3,0,0,0,0
74,50574.0,5222.0,1,0,0,0,0
